"REEF_LAT","REEF_LONG","REEF_NAME","MEAN_HC","COTS_PER_TOW","TROUT_PER_TOW"
"-23.18333333333333333333333333333333333333","151.908333333333333333333333333333333333","NORTH REEF (NORTH)","48.419","0","0.6764705882352941176470588235294117647059"
"-23.90833333333333333333333333333333333333","152.408333333333333333333333333333333333","LADY MUSGRAVE REEF","30.241","0.053","0.3157894736842105263157894736842105263158"
"-23.80833333333333333333333333333333333333","152.291666666666666666666666666666666667","HOSKYN ISLANDS REEF","30.223","0","0.8571428571428571428571428571428571428571"
"-23.50833333333333333333333333333333333333","151.775","ERSKINE REEF","23.063","0","0.7"
"-23.275","151.941666666666666666666666666666666667","BROOMFIELD REEF","50","0","0.0784313725490196078431372549019607843137"
"-23.75833333333333333333333333333333333333","152.266666666666666666666666666666666667","BOULT REEF","36.678","0.026","0.2894736842105263157894736842105263157895"
"-23.85833333333333333333333333333333333333","152.366666666666666666666666666666666667","FAIRFAX ISLANDS REEF","19.964","0.114","0.5428571428571428571428571428571428571429"
