"","SPECIES","BOULT REEF.1","BOULT REEF.2","BOULT REEF.3","BROOMFIELD REEF.1","BROOMFIELD REEF.2","BROOMFIELD REEF.3","ERSKINE REEF.1","ERSKINE REEF.2","ERSKINE REEF.3","FAIRFAX ISLANDS REEF.1","FAIRFAX ISLANDS REEF.2","FAIRFAX ISLANDS REEF.3","HOSKYN ISLANDS REEF.1","HOSKYN ISLANDS REEF.2","HOSKYN ISLANDS REEF.3","LADY MUSGRAVE REEF.1","LADY MUSGRAVE REEF.2","LADY MUSGRAVE REEF.3","MAST HEAD REEF.1","MAST HEAD REEF.2","MAST HEAD REEF.3","NORTH REEF (NORTH).1","NORTH REEF (NORTH).2","NORTH REEF (NORTH).3"
"62","Chaetodon punctatofasciatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","Chaetodon rafflesii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Chaetodon rainfordi",0.8,0.533333333333333,0.266666666666667,7.2,5.06666666666667,2.93333333333333,4.26666666666667,5.6,5.06666666666667,0,0,0,0.266666666666667,0,0,0.8,0,1.33333333333333,2.4,4.53333333333333,1.06666666666667,2.66666666666667,5.33333333333333,8
"65","Chaetodon reticulatus",0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0
"66","Chaetodon semeion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Chaetodon speculum",0,0,0,0,0,0,0.533333333333333,0.8,0,0.266666666666667,0,0,0,0,0,0,0.266666666666667,0,0.266666666666667,0.266666666666667,0.266666666666667,0.266666666666667,0,0.266666666666667
"68","Chaetodon trifascialis",13.6,13.6,4,7.73333333333333,6.4,1.6,0,1.86666666666667,0.533333333333333,0,0,2.93333333333333,2.13333333333333,1.33333333333333,0,15.4666666666667,2.4,13.3333333333333,0.266666666666667,0,0.8,0.266666666666667,3.73333333333333,5.06666666666667
"69","Chaetodon trifasciatus",2.13333333333333,1.06666666666667,0,0,0,1.33333333333333,0,2.4,0,0.8,0.533333333333333,1.6,1.06666666666667,0.533333333333333,0,0.533333333333333,0,0.266666666666667,0,0,0.533333333333333,0.533333333333333,0,0.533333333333333
"70","Chaetodon ulietensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Chaetodon unimaculatus",1.86666666666667,0.266666666666667,0,0.533333333333333,0,0.533333333333333,0,0,0,0,0,1.33333333333333,1.06666666666667,0,0,0,0,0,0,0,0,0.533333333333333,1.6,0.8
"72","Chaetodon vagabundus",0,0.266666666666667,0.533333333333333,0,0.533333333333333,0,0,0,0,1.06666666666667,0,0,0,0,0.533333333333333,0,1.6,1.06666666666667,0,0,0,0.266666666666667,0.266666666666667,0.266666666666667
"73","Cheilinus fasciatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","Cheilinus undulatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","Cheiloprion labiatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","Chelmon rostratus",0,0,0,0,0,0,0,0,1.06666666666667,0,0,0,0,0,0,0,0,0,0.266666666666667,0,0.533333333333333,0,0,0
"77","Chlorurus bleekeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","Chlorurus frontalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Chlorurus japanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","Chlorurus microrhinos",0.533333333333333,0,0,0,0,0,0,0.533333333333333,0,0.266666666666667,0,0,0.266666666666667,0.533333333333333,0.8,0,0,0,0,0.533333333333333,0.266666666666667,0,0,0
"81","Chlorurus sordidus",4.53333333333333,6.66666666666667,3.2,4.8,2.13333333333333,4.53333333333333,1.06666666666667,4,1.86666666666667,8.26666666666667,12.8,10.9333333333333,6.13333333333333,18.6666666666667,0.8,1.06666666666667,0,1.6,0,6.66666666666667,0,12.2666666666667,2.66666666666667,1.33333333333333
"82","Choerodon fasciatus",0,0,0,0,0,0,0.533333333333333,0.533333333333333,0,0,0,0,0,0,0,0,0,0,0.8,0.533333333333333,0.266666666666667,0,0,0
"83","Chromis acares",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84","Chromis agilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Chromis amboinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86","Chromis atripectoralis",6.66666666666667,21.3333333333333,0,0,0,109.333333333333,61.3333333333333,18.6666666666667,4,8,0,100,32,68,0,0,0,0,1.33333333333333,14.6666666666667,0,0,0,0
"87","Chromis atripes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Chromis chrysura",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Chromis flavomaculata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","Chromis iomelas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","Chromis lepidolepis",0,2.66666666666667,0,0,0,0,0,0,0,4,0,0,0,5.33333333333333,0,6.66666666666667,0,0,0,0,0,0,0,0
"92","Chromis lineata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","Chromis margaritifer",20,6.66666666666667,0,2.66666666666667,0,2.66666666666667,0,0,0,22.6666666666667,1.33333333333333,5.33333333333333,5.33333333333333,8,0,44,1.33333333333333,0,0,0,0,0,0,0
"94","Chromis nitida",0,0,0,160,93.3333333333333,46.6666666666667,193.333333333333,8,234.666666666667,0,0,0,0,0,0,0,0,0,0,8,0,0,40,88
"95","Chromis retrofasciata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Chromis ternatensis",0,0,0,0,0,0,0,0,0,0,0,54.6666666666667,0,14.6666666666667,0,0,0,0,0,0,0,0,0,0
"97","Chromis vanderbilti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0
"98","Chromis viridis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Chromis weberi",50.6666666666667,8,0,0,0,0,0,0,0,42.6666666666667,0,0,0,41.3333333333333,0,82.6666666666667,0,0,0,0,0,6.66666666666667,0,0
"100","Chromis xanthochira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Chromis xanthura",0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Chrysiptera biocellata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Chrysiptera flavipinnis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Chrysiptera rex",8,13.3333333333333,0,5.33333333333333,5.33333333333333,0,0,0,0,2.66666666666667,0,0,9.33333333333333,1.33333333333333,0,4,1.33333333333333,0,0,0,0,0,0,0
"105","Chrysiptera rollandi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0
"106","Chrysiptera talboti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Coris gaimard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0
"108","Cromileptes altivelis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Ctenochaetus binotatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Ctenochaetus spp",16.8,18.4,15.4666666666667,9.06666666666667,8.53333333333333,10.4,0.266666666666667,0.533333333333333,0.266666666666667,38.6666666666667,30.1333333333333,12.8,12.2666666666667,53.3333333333333,9.6,17.3333333333333,9.06666666666667,1.06666666666667,0,0,0,15.2,2.13333333333333,5.06666666666667
"111","Dascyllus aruanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","Dascyllus melanurus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113","Dascyllus reticulatus",0,0,0,0,0,0,0,0,4,18.6666666666667,0,22.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0
"114","Dascyllus trimaculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115","Diploprion bifasciatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116","Dischistodus melanotus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","Dischistodus perspicillatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","Dischistodus prosopotaenia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","Dischistodus pseudochrysopoecilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","Epibulus insidiator",0,0,0,0,0,0,0.266666666666667,0.266666666666667,0,0.8,0.266666666666667,0.533333333333333,0,0,0,0,0,0,0,0,0.533333333333333,0,0,0
"121","Epinephelus areolatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","Epinephelus bleekeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","Epinephelus coeruleopunctatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","Epinephelus coioides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","Epinephelus corallicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126","Epinephelus cyanopodus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127","Epinephelus daemelii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","Epinephelus fasciatus",0,0,0,0.266666666666667,0,0,0,0.266666666666667,0.266666666666667,0.8,0.266666666666667,0,0.533333333333333,0.266666666666667,0.533333333333333,0,0.266666666666667,0,0,0,0,0.533333333333333,1.06666666666667,0.8
"129","Epinephelus fuscoguttatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","Epinephelus hexagonatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Epinephelus lanceolatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132","Epinephelus latifasciatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133","Epinephelus macrospilos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","Epinephelus merra",0,0,0,0,0,0,0,0,0.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135","Epinephelus miliaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136","Epinephelus multinotatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137","Epinephelus ongus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Epinephelus quoyanus",0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Epinephelus sexfasciatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"140","Epinephelus spilotoceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","Epinephelus stoliczkae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Epinephelus tauvina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Epinephelus undulatostriatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Forcipiger flavissimus",4,1.06666666666667,0.266666666666667,0.266666666666667,0.266666666666667,0,0,0,0,3.2,0.8,0.266666666666667,2.66666666666667,1.33333333333333,0,1.33333333333333,0.533333333333333,0.533333333333333,0,0,0,0,0.266666666666667,0
"145","Forcipiger longirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Gnathodentex aureolineatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Gomphosus varius",2.93333333333333,2.93333333333333,1.33333333333333,1.06666666666667,1.06666666666667,2.13333333333333,0,0,0,0.266666666666667,1.06666666666667,0.8,0.8,0.8,0,1.06666666666667,0,0.8,0,0,0,1.6,2.4,2.4
"148","Gracila albomarginata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149","Gymnocranius spp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150","Halichoeres hortulanus",0,0.266666666666667,0.266666666666667,0,0.533333333333333,0.266666666666667,0.266666666666667,0.266666666666667,0,1.06666666666667,1.6,0.266666666666667,0.533333333333333,0.266666666666667,0.533333333333333,0.533333333333333,0,0.266666666666667,0,0,0.266666666666667,1.33333333333333,0.266666666666667,0.533333333333333
"151","Hemiglyphidodon plagiometopon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","Hemigymnus fasciatus",2.13333333333333,1.33333333333333,0,0.8,0.266666666666667,0,0,0.266666666666667,0.533333333333333,0.8,1.6,1.33333333333333,0,0.533333333333333,0,0,0,0.266666666666667,0.266666666666667,0,0,1.06666666666667,0.533333333333333,1.6
"153","Hemigymnus melapterus",1.06666666666667,0.266666666666667,0.266666666666667,0,0,0,1.33333333333333,0.533333333333333,0.8,0.533333333333333,0.533333333333333,0,0.266666666666667,1.06666666666667,0.266666666666667,0.533333333333333,0,0,4.26666666666667,2.66666666666667,2.93333333333333,1.6,1.6,0
"154","Hemitaurichthys polylepis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","Hipposcarus longiceps",0,0,0,0,0,0.266666666666667,0,0,0,0.266666666666667,0,0,0.266666666666667,0,3.73333333333333,0,0,0,0,0,0,0.266666666666667,0,0
"156","Istigobius decoratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","Lethrinus atkinsoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158","Lethrinus erythracanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159","Lethrinus erythropterus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","Lethrinus harak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","Lethrinus laticaudis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","Lethrinus lentjan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","Lethrinus microdon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"164","Lethrinus miniatus",0,0,0,0,0,0.8,0.266666666666667,1.06666666666667,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0.266666666666667,0.533333333333333,0.266666666666667
"165","Lethrinus nebulosus",0,0,0,0,0,4.53333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","Lethrinus obsoletus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","Lethrinus olivaceus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168","Lethrinus ornatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","Lethrinus rubrioperculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","Lethrinus semicinctus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"171","Lethrinus xanthochilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","Lutjanus adetii",0,0,0,0,0,0,0,0.266666666666667,0.533333333333333,0.266666666666667,0,0,0.266666666666667,2.13333333333333,0,0,0,0.266666666666667,0,0,0,0,0,0
"173","Lutjanus argentimaculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","Lutjanus biguttatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","Lutjanus bohar",0,0,0,0,0,0,0,0,0,0,0,0.533333333333333,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0.266666666666667
"176","Lutjanus boutton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","Lutjanus carponotatus",0,0,0,0,0,0,6.4,4.53333333333333,2.93333333333333,0,0,0,0.266666666666667,0.266666666666667,0,0,0,0,2.93333333333333,0.533333333333333,2.13333333333333,0,0,0
"178","Lutjanus fulviflamma",0.533333333333333,0.533333333333333,0,0,0.8,0.266666666666667,8.26666666666667,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.266666666666667,0,0,0
"179","Lutjanus fulvus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","Lutjanus gibbus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","Lutjanus kasmira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","Lutjanus lemniscatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","Lutjanus lutjanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","Lutjanus monostigma",0,0,0,0,0,0.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","Lutjanus quinquelineatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","Lutjanus rivulatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","Lutjanus rufolineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"188","Lutjanus russellii",0,0,0,0,0,0,0.533333333333333,0,0.266666666666667,0,0,0,0.266666666666667,0.266666666666667,0,0,0,0,0,0,0,0,0,0
"189","Lutjanus sebae",0,0,0,0,0,0,0,0,0.266666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"190","Lutjanus semicinctus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","Lutjanus vitta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","Macolor spp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Monotaxis grandoculis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","Naso lituratus",0.266666666666667,0.266666666666667,0,0.533333333333333,0.8,0.533333333333333,0,0,0,0.533333333333333,0,0.266666666666667,0.266666666666667,0.533333333333333,0,0.266666666666667,0,0,0,0,0,1.06666666666667,0,0.266666666666667
"195","Naso spp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","Naso tuberosus",0,0,0,1.33333333333333,0,16.8,0.266666666666667,0,0.533333333333333,0,0.533333333333333,0.533333333333333,0,0,12,0,0,0,0,0,0,1.06666666666667,2.4,0
"197","Naso unicornis",0,0,0.266666666666667,0,0,0.533333333333333,0.8,0.266666666666667,1.06666666666667,0,0,0,0.533333333333333,0,1.6,0,0,1.06666666666667,0.266666666666667,0,0.266666666666667,0,0.533333333333333,1.6
"198","Neoglyphidodon melas",0,0,0,0,0,2.66666666666667,2.66666666666667,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,2.66666666666667,2.66666666666667,0,0,0
"199","Neoglyphidodon nigroris",0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0
"200","Neoglyphidodon polyacanthus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Neopomacentrus azysron",93.3333333333333,113.333333333333,0,0,0,10.6666666666667,41.3333333333333,0,0,8,0,1.33333333333333,201.333333333333,0,0,29.3333333333333,0,0,0,0,0,0,0,0
"202","Neopomacentrus bankieri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Neopomacentrus cyanomos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Paracanthurus hepatus",0,0,0,0.533333333333333,0,0,0,0,0,0,0,0.533333333333333,0,0,0,0,0,1.06666666666667,0,0,0,0,0,0
"205","Plectroglyphidodon dickii",0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,1.33333333333333,5.33333333333333,0,0,0,0,0,0,0,0,0,2.66666666666667
"206","Plectroglyphidodon johnstonianus",2.66666666666667,2.66666666666667,0,0,0,0,0,0,0,1.33333333333333,0,2.66666666666667,5.33333333333333,0,0,2.66666666666667,0,0,0,0,0,0,0,0
